filename,width,height,class,xmin,ymin,xmax,ymax
resize_image42.jpg,509,679,eye,347,243,400,275
resize_image42.jpg,509,679,nose,274,287,345,348
resize_image42.jpg,509,679,mouth,263,359,349,423
resize_image43.jpg,509,509,eye,156,226,218,254
resize_image43.jpg,509,509,eye,291,227,343,254
resize_image43.jpg,509,509,nose,222,280,284,340
resize_image43.jpg,509,509,mouth,201,356,302,394
resize_image44.jpg,509,509,eye,177,168,246,204
resize_image44.jpg,509,509,eye,324,184,389,214
resize_image44.jpg,509,509,nose,240,232,331,292
resize_image44.jpg,509,509,mouth,222,313,327,360
resize_image45.jpg,509,788,eye,130,262,196,294
resize_image45.jpg,509,788,eye,273,252,330,289
resize_image45.jpg,509,788,nose,188,319,280,376
resize_image45.jpg,509,788,mouth,185,400,288,466
resize_image46.jpg,509,509,eye,184,202,226,224
resize_image46.jpg,509,509,eye,271,197,305,218
resize_image46.jpg,509,509,nose,228,233,270,268
resize_image46.jpg,509,509,mouth,215,285,289,322
resize_image47.jpg,509,509,eye,155,226,222,255
resize_image47.jpg,509,509,eye,289,228,345,257
resize_image47.jpg,509,509,nose,214,269,292,339
resize_image47.jpg,509,509,mouth,188,353,319,409
resize_image48.jpg,509,509,eye,221,178,297,212
resize_image48.jpg,509,509,eye,379,189,431,225
resize_image48.jpg,509,509,nose,317,223,394,292
resize_image48.jpg,509,509,mouth,282,312,402,369
resize_image49.jpg,509,576,eye,179,232,238,256
resize_image49.jpg,509,576,eye,290,224,346,247
resize_image49.jpg,509,576,mouth,223,331,333,381
resize_image49.jpg,509,576,nose,240,282,302,321
resize_image50.jpg,509,509,eye,80,112,195,162
resize_image50.jpg,509,509,eye,312,96,415,146
resize_image50.jpg,509,509,nose,199,183,321,265
resize_image50.jpg,509,509,mouth,183,309,344,371
resize_image51.jpg,509,509,eye,138,221,208,251
resize_image51.jpg,509,509,eye,285,211,353,240
resize_image51.jpg,509,509,nose,199,275,305,329
resize_image51.jpg,509,509,mouth,182,345,341,412
resize_image52.jpg,509,509,eye,159,223,218,253
resize_image52.jpg,509,509,eye,291,219,348,259
resize_image52.jpg,509,509,nose,215,282,299,329
resize_image52.jpg,509,509,mouth,195,338,319,407
resize_image53.jpg,509,806,eye,171,378,241,409
resize_image53.jpg,509,806,eye,313,364,389,397
resize_image53.jpg,509,806,nose,250,432,333,490
resize_image53.jpg,509,806,mouth,233,514,351,551
resize_image54.jpg,509,635,eye,164,205,225,241
resize_image54.jpg,509,635,eye,301,210,360,243
resize_image54.jpg,509,635,nose,221,265,308,326
resize_image54.jpg,509,635,mouth,198,357,329,416
resize_image55.jpg,509,349,eye,94,138,138,164
resize_image55.jpg,509,349,eye,181,135,250,167
resize_image55.jpg,509,349,nose,121,182,176,239
resize_image55.jpg,509,349,mouth,128,249,197,285
resize_image6.jpg,509,525,eye,155,148,198,176
resize_image6.jpg,509,525,eye,254,148,292,176
resize_image6.jpg,509,525,nose,197,185,245,222
resize_image6.jpg,509,525,mouth,181,234,257,271
resize_image7.jpg,509,525,eye,189,204,238,231
resize_image7.jpg,509,525,eye,295,192,341,227
resize_image7.jpg,509,525,nose,234,253,304,290
resize_image7.jpg,509,525,mouth,240,302,314,339
resize_image8.jpg,509,719,eye,159,219,201,248
resize_image8.jpg,509,719,eye,279,217,328,245
resize_image8.jpg,509,719,nose,206,271,277,317
resize_image8.jpg,509,719,mouth,192,328,295,367
resize_image9.jpg,509,679,eye,183,284,255,325
resize_image9.jpg,509,679,eye,325,284,383,310
resize_image9.jpg,509,679,nose,266,335,326,401
resize_image9.jpg,509,679,mouth,248,415,340,473
