filename,width,height,class,xmin,ymin,xmax,ymax
resize_image22.jpg,193,193,eye,110,41,130,52
resize_image22.jpg,193,193,nose,91,58,110,69
resize_image22.jpg,193,193,mouth,86,77,120,88
resize_image23.jpg,193,113,eye,73,46,88,53
resize_image23.jpg,193,113,eye,102,47,119,54
resize_image23.jpg,193,113,nose,88,59,105,72
resize_image23.jpg,193,113,mouth,83,80,107,89
resize_image25.jpg,193,193,eye,52,37,72,47
resize_image25.jpg,193,193,eye,94,34,114,43
resize_image25.jpg,193,193,nose,73,57,97,70
resize_image25.jpg,193,193,mouth,63,73,110,90
resize_image26.jpg,193,193,eye,49,61,82,77
resize_image26.jpg,193,193,eye,121,60,149,76
resize_image26.jpg,193,193,nose,83,89,117,109
resize_image26.jpg,193,193,mouth,72,123,126,148
resize_image27.jpg,193,128,eye,80,40,91,47
resize_image27.jpg,193,128,eye,101,41,111,47
resize_image27.jpg,193,128,nose,90,49,101,57
resize_image27.jpg,193,128,mouth,89,61,102,70
resize_image28.jpg,193,193,eye,82,60,106,77
resize_image28.jpg,193,193,nose,39,72,69,96
resize_image28.jpg,193,193,mouth,25,99,69,127
resize_image29.jpg,193,106,eye,68,52,80,57
resize_image29.jpg,193,106,eye,94,50,108,57
resize_image29.jpg,193,106,nose,78,60,94,71
resize_image29.jpg,193,106,mouth,77,77,99,88
resize_image30.jpg,193,94,eye,79,32,89,38
resize_image30.jpg,193,94,eye,99,31,109,36
resize_image30.jpg,193,94,nose,89,40,102,48
resize_image30.jpg,193,94,mouth,87,50,104,58
resize_image31.jpg,193,127,eye,83,31,93,39
resize_image31.jpg,193,127,eye,109,34,119,39
resize_image31.jpg,193,127,nose,93,44,109,55
resize_image31.jpg,193,127,mouth,88,57,108,66
resize_image32.jpg,193,96,eye,79,37,88,41
resize_image32.jpg,193,96,eye,99,33,111,38
resize_image32.jpg,193,96,nose,91,44,104,52
resize_image32.jpg,193,96,mouth,89,56,111,63
resize_image33.jpg,193,108,eye,91,38,101,44
resize_image33.jpg,193,108,eye,110,37,118,42
resize_image33.jpg,193,108,nose,100,45,110,53
resize_image33.jpg,193,108,mouth,97,53,113,61
resize_image34.jpg,193,193,eye,67,44,95,58
resize_image34.jpg,193,193,eye,127,48,150,59
resize_image34.jpg,193,193,nose,99,64,123,85
resize_image34.jpg,193,193,mouth,86,91,127,110
resize_image35.jpg,193,193,eye,51,69,80,81
resize_image35.jpg,193,193,eye,105,68,131,78
resize_image35.jpg,193,193,nose,78,91,107,108
resize_image35.jpg,193,193,mouth,68,118,117,136
resize_image36.jpg,193,102,eye,79,41,90,48
resize_image36.jpg,193,102,eye,104,39,116,47
resize_image36.jpg,193,102,nose,92,50,104,59
resize_image36.jpg,193,102,mouth,88,62,107,72
resize_image37.jpg,193,128,eye,74,60,86,67
resize_image37.jpg,193,128,eye,98,59,108,66
resize_image37.jpg,193,128,nose,86,67,100,75
resize_image37.jpg,193,128,mouth,82,78,104,85
resize_image38.jpg,193,193,eye,141,67,164,91
resize_image38.jpg,193,193,nose,161,101,186,127
resize_image38.jpg,193,193,mouth,145,133,178,162
resize_image39.jpg,193,120,eye,25,48,41,56
resize_image39.jpg,193,120,eye,55,49,67,56
resize_image39.jpg,193,120,nose,39,60,55,72
resize_image39.jpg,193,120,mouth,36,76,58,87
resize_image39.jpg,193,120,eye,124,50,138,56
resize_image39.jpg,193,120,eye,151,50,164,57
resize_image39.jpg,193,120,nose,138,60,151,72
resize_image39.jpg,193,120,mouth,134,76,156,87
resize_image40.jpg,193,193,eye,72,69,89,77
resize_image40.jpg,193,193,eye,103,70,118,77
resize_image40.jpg,193,193,nose,87,84,104,93
resize_image40.jpg,193,193,mouth,81,96,108,108
resize_image41.jpg,193,132,eye,82,62,97,69
resize_image41.jpg,193,132,eye,111,62,121,68
resize_image41.jpg,193,132,nose,99,74,114,86
resize_image41.jpg,193,132,mouth,92,87,114,98
resize_image42.jpg,193,108,eye,68,28,83,36
resize_image42.jpg,193,108,eye,102,31,115,38
resize_image42.jpg,193,108,nose,85,42,99,54
resize_image42.jpg,193,108,mouth,75,58,107,69
resize_image43.jpg,193,192,eye,30,60,41,68
resize_image43.jpg,193,192,eye,54,61,64,68
resize_image43.jpg,193,192,nose,42,70,53,80
resize_image43.jpg,193,192,mouth,36,84,57,91
resize_image43.jpg,193,192,eye,129,62,139,71
resize_image43.jpg,193,192,eye,152,63,162,70
resize_image43.jpg,193,192,nose,140,73,151,82
resize_image43.jpg,193,192,mouth,134,86,157,95
resize_image44.jpg,193,128,eye,69,51,88,61
resize_image44.jpg,193,128,eye,109,53,126,63
resize_image44.jpg,193,128,mouth,80,87,116,106
resize_image44.jpg,193,128,nose,87,68,113,82
resize_image45.jpg,193,133,eye,73,58,85,64
resize_image45.jpg,193,133,eye,101,57,113,64
resize_image45.jpg,193,133,nose,84,68,104,77
resize_image45.jpg,193,133,mouth,78,84,106,97
resize_image46.jpg,193,108,eye,76,52,91,60
resize_image46.jpg,193,108,eye,104,51,118,58
resize_image46.jpg,193,108,nose,89,64,108,77
resize_image46.jpg,193,108,mouth,86,81,112,92
resize_image47.jpg,193,128,eye,61,52,81,62
resize_image47.jpg,193,128,eye,104,48,122,55
resize_image47.jpg,193,128,nose,82,69,110,83
resize_image47.jpg,193,128,mouth,76,88,117,102
resize_image48.jpg,193,121,eye,25,52,40,63
resize_image48.jpg,193,121,eye,57,53,71,62
resize_image48.jpg,193,121,nose,42,68,55,79
resize_image48.jpg,193,121,mouth,35,83,62,95
resize_image48.jpg,193,121,eye,123,53,138,61
resize_image48.jpg,193,121,eye,154,54,167,62
resize_image48.jpg,193,121,nose,136,68,155,81
resize_image48.jpg,193,121,mouth,132,86,160,100
resize_image49.jpg,193,108,eye,87,29,97,34
resize_image49.jpg,193,108,eye,109,26,119,32
resize_image49.jpg,193,108,nose,98,36,111,48
resize_image49.jpg,193,108,mouth,95,50,113,58
resize_image50.jpg,193,128,eye,80,49,91,56
resize_image50.jpg,193,128,eye,100,51,108,56
resize_image50.jpg,193,128,nose,90,60,101,68
resize_image50.jpg,193,128,mouth,82,68,104,78
resize_image51.jpg,193,271,eye,84,58,100,69
resize_image51.jpg,193,271,eye,115,61,128,69
resize_image51.jpg,193,271,nose,99,70,114,81
resize_image51.jpg,193,271,mouth,94,85,117,95
resize_image52.jpg,193,128,eye,63,49,81,62
resize_image52.jpg,193,128,eye,104,47,123,57
resize_image52.jpg,193,128,nose,85,68,109,84
resize_image52.jpg,193,128,mouth,76,88,119,102
resize_image53.jpg,193,108,eye,64,26,73,31
resize_image53.jpg,193,108,nose,73,32,80,42
resize_image53.jpg,193,108,mouth,67,42,81,50
resize_image54.jpg,193,108,eye,71,27,80,31
resize_image54.jpg,193,108,eye,85,27,91,31
resize_image54.jpg,193,108,nose,77,33,87,39
resize_image54.jpg,193,108,mouth,74,38,88,45
resize_image55.jpg,193,120,eye,34,43,47,50
resize_image55.jpg,193,120,eye,60,42,74,49
resize_image55.jpg,193,120,nose,50,50,62,64
resize_image55.jpg,193,120,mouth,46,66,67,75
resize_image55.jpg,193,120,eye,118,40,132,49
resize_image55.jpg,193,120,eye,147,42,159,49
resize_image55.jpg,193,120,nose,133,53,147,64
resize_image55.jpg,193,120,mouth,129,68,149,78
resize_image6.jpg,193,193,eye,50,40,67,53
resize_image6.jpg,193,193,eye,86,45,103,56
resize_image6.jpg,193,193,nose,65,61,84,76
resize_image6.jpg,193,193,mouth,61,79,93,93
resize_image7.jpg,193,193,eye,66,48,82,57
resize_image7.jpg,193,193,eye,105,48,122,55
resize_image7.jpg,193,193,nose,84,66,107,77
resize_image7.jpg,193,193,mouth,84,85,109,96
resize_image8.jpg,193,193,eye,55,48,81,60
resize_image8.jpg,193,193,eye,103,45,125,55
resize_image8.jpg,193,193,nose,82,63,105,78
resize_image8.jpg,193,193,mouth,72,85,113,102
resize_image9.jpg,193,290,eye,71,70,84,79
resize_image9.jpg,193,290,eye,101,71,116,79
resize_image9.jpg,193,290,nose,84,81,100,94
resize_image9.jpg,193,290,mouth,80,98,103,110
